2017-12-17 09:34:38.420545: I C:\tf_jenkins\home\workspace\rel-win\M\windows-gpu\PY\35\tensorflow\core\platform\cpu_feature_guard.cc:137] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX AVX2
2017-12-17 09:34:38.835796: I C:\tf_jenkins\home\workspace\rel-win\M\windows-gpu\PY\35\tensorflow\core\common_runtime\gpu\gpu_device.cc:1030] Found device 0 with properties: 
1491 1095 [[3 2 3 4]] [[3 2 3 4]]
1492 1096 [[3 2 3 7]] [[3 2 3 7]]
1493 1097 [[3 2 3 7]] [[3 2 3 7]]
1494 1098 [[3 2 3 7]] [[3 2 3 7]]
1495 1098 [[3 2 8 8]] [[3 2 3 8]]
1496 1099 [[3 2 3 9]] [[3 2 3 9]]
1497 1100 [[3 2 3 9]] [[3 2 3 9]]
1498 1101 [[3 2 4 1]] [[3 2 4 1]]
1499 1102 [[3 2 4 3]] [[3 2 4 3]]
1500 1103 [[3 2 4 4]] [[3 2 4 4]]
1501 1104 [[3 2 4 4]] [[3 2 4 4]]
1502 1105 [[3 2 4 8]] [[3 2 4 8]]
1503 1105 [[3 2 4 8]] [[3 2 4 9]]
1504 1105 [[3 2 9 0]] [[3 2 5 0]]
1505 1106 [[3 2 5 1]] [[3 2 5 1]]
1506 1107 [[3 2 5 2]] [[3 2 5 2]]
1507 1108 [[3 2 5 2]] [[3 2 5 2]]
1508 1109 [[3 2 5 2]] [[3 2 5 2]]
1509 1110 [[3 2 5 3]] [[3 2 5 3]]
1510 1111 [[3 2 5 7]] [[3 2 5 7]]
1511 1112 [[3 2 5 9]] [[3 2 5 9]]
1512 1113 [[3 2 5 9]] [[3 2 5 9]]
1513 1114 [[3 2 6 0]] [[3 2 6 0]]
1514 1115 [[3 2 6 2]] [[3 2 6 2]]
1515 1116 [[3 2 6 2]] [[3 2 6 2]]
1516 1117 [[3 2 6 2]] [[3 2 6 2]]
1517 1118 [[3 2 6 2]] [[3 2 6 2]]
1518 1119 [[3 2 6 4]] [[3 2 6 4]]
1519 1120 [[3 2 6 4]] [[3 2 6 4]]
1520 1121 [[3 2 6 4]] [[3 2 6 4]]
1521 1122 [[3 2 6 6]] [[3 2 6 6]]
1522 1123 [[3 2 6 6]] [[3 2 6 6]]
1523 1124 [[3 2 6 6]] [[3 2 6 6]]
1524 1124 [[3 2 5 8]] [[3 2 6 8]]
1525 1125 [[3 2 6 8]] [[3 2 6 8]]
1526 1126 [[3 2 6 9]] [[3 2 6 9]]
1527 1127 [[3 2 6 9]] [[3 2 6 9]]
1528 1128 [[3 2 7 0]] [[3 2 7 0]]
1529 1128 [[3 2 2 3]] [[3 2 7 3]]
1530 1128 [[3 2 2 5]] [[3 2 7 5]]
1531 1129 [[3 2 7 7]] [[3 2 7 7]]
1532 1129 [[3 2 2 8]] [[3 2 7 8]]
1533 1130 [[3 2 7 8]] [[3 2 7 8]]
1534 1131 [[3 2 8 3]] [[3 2 8 3]]
1535 1132 [[3 2 8 4]] [[3 2 8 4]]
1536 1133 [[3 2 8 6]] [[3 2 8 6]]
1537 1134 [[3 2 8 6]] [[3 2 8 6]]
1538 1135 [[3 2 8 6]] [[3 2 8 6]]
1539 1136 [[3 2 8 7]] [[3 2 8 7]]
1540 1137 [[3 2 8 8]] [[3 2 8 8]]
1541 1138 [[3 2 8 9]] [[3 2 8 9]]
1542 1139 [[3 2 9 2]] [[3 2 9 2]]
1543 1140 [[3 2 9 2]] [[3 2 9 2]]
1544 1141 [[3 2 9 4]] [[3 2 9 4]]
1545 1142 [[3 2 9 4]] [[3 2 9 4]]
1546 1143 [[3 2 9 5]] [[3 2 9 5]]
1547 1143 [[3 2 9 6]] [[3 2 9 5]]
1548 1144 [[3 2 9 6]] [[3 2 9 6]]
1549 1145 [[3 2 9 8]] [[3 2 9 8]]
1550 1146 [[3 2 9 8]] [[3 2 9 8]]
1551 1146 [[3 2 0 4]] [[3 3 0 4]]
1552 1147 [[3 3 1 2]] [[3 3 1 2]]
1553 1148 [[3 3 1 3]] [[3 3 1 3]]
1554 1149 [[3 3 1 5]] [[3 3 1 5]]
1555 1150 [[3 3 1 9]] [[3 3 1 9]]
1556 1150 [[3 3 7 2]] [[3 3 2 1]]
1557 1151 [[3 3 2 4]] [[3 3 2 4]]
1558 1151 [[3 2 6 5]] [[3 3 2 5]]
1559 1151 [[3 3 5 6]] [[3 3 2 6]]
1560 1151 [[3 3 7 6]] [[3 3 2 6]]
1561 1152 [[3 3 2 7]] [[3 3 2 7]]
1562 1152 [[3 3 1 8]] [[3 3 2 8]]
1563 1153 [[3 3 2 8]] [[3 3 2 8]]
1564 1154 [[3 3 2 8]] [[3 3 2 8]]
1565 1155 [[3 3 2 8]] [[3 3 2 8]]
1566 1155 [[3 3 3 9]] [[3 3 2 9]]
1567 1156 [[3 3 2 9]] [[3 3 2 9]]
1568 1157 [[3 3 3 4]] [[3 3 3 4]]
1569 1157 [[3 3 5 5]] [[3 3 3 5]]
1570 1157 [[3 3 5 8]] [[3 3 3 8]]
1571 1158 [[3 3 3 9]] [[3 3 3 9]]
1572 1159 [[3 3 3 9]] [[3 3 3 9]]
1573 1160 [[3 3 4 0]] [[3 3 4 0]]
1574 1161 [[3 3 4 1]] [[3 3 4 1]]
1575 1162 [[3 3 4 2]] [[3 3 4 2]]
1576 1163 [[3 3 4 2]] [[3 3 4 2]]
1577 1164 [[3 3 4 2]] [[3 3 4 2]]
1578 1165 [[3 3 4 3]] [[3 3 4 3]]
1579 1166 [[3 3 4 3]] [[3 3 4 3]]
1580 1167 [[3 3 4 3]] [[3 3 4 3]]
1581 1168 [[3 3 4 4]] [[3 3 4 4]]
1582 1169 [[3 3 4 4]] [[3 3 4 4]]
1583 1170 [[3 3 4 5]] [[3 3 4 5]]
1584 1171 [[3 3 4 5]] [[3 3 4 5]]
1585 1172 [[3 3 4 6]] [[3 3 4 6]]
1586 1173 [[3 3 4 6]] [[3 3 4 6]]
1587 1174 [[3 3 4 6]] [[3 3 4 6]]
1588 1175 [[3 3 4 7]] [[3 3 4 7]]
1589 1176 [[3 3 4 8]] [[3 3 4 8]]
1590 1177 [[3 3 4 8]] [[3 3 4 8]]
1591 1178 [[3 3 4 8]] [[3 3 4 8]]
1592 1179 [[3 3 4 9]] [[3 3 4 9]]
1593 1180 [[3 3 5 0]] [[3 3 5 0]]
1594 1181 [[3 3 5 2]] [[3 3 5 2]]
1595 1182 [[3 3 5 3]] [[3 3 5 3]]
1596 1183 [[3 3 5 5]] [[3 3 5 5]]
1597 1184 [[3 3 5 7]] [[3 3 5 7]]
1598 1185 [[3 3 5 8]] [[3 3 5 8]]
1599 1186 [[3 3 5 9]] [[3 3 5 9]]
1600 1187 [[3 3 5 9]] [[3 3 5 9]]
1601 1188 [[3 3 6 0]] [[3 3 6 0]]
1602 1189 [[3 3 6 3]] [[3 3 6 3]]
1603 1190 [[3 3 6 3]] [[3 3 6 3]]
1604 1191 [[3 3 6 3]] [[3 3 6 3]]
1605 1192 [[3 3 6 4]] [[3 3 6 4]]
1606 1193 [[3 3 6 5]] [[3 3 6 5]]
1607 1194 [[3 3 6 5]] [[3 3 6 5]]
1608 1195 [[3 3 6 7]] [[3 3 6 7]]
1609 1196 [[3 3 6 9]] [[3 3 6 9]]
1610 1196 [[3 3 2 1]] [[3 3 7 1]]
1611 1197 [[3 3 7 9]] [[3 3 7 9]]
1612 1198 [[3 3 8 2]] [[3 3 8 2]]
1613 1199 [[3 3 8 3]] [[3 3 8 3]]
1614 1200 [[3 3 8 3]] [[3 3 8 3]]
1615 1201 [[3 3 8 4]] [[3 3 8 4]]
1616 1202 [[3 3 8 5]] [[3 3 8 5]]
1617 1203 [[3 3 8 9]] [[3 3 8 9]]
1618 1204 [[3 3 9 4]] [[3 3 9 4]]
1619 1205 [[3 3 9 5]] [[3 3 9 5]]
1620 1206 [[3 3 9 8]] [[3 3 9 8]]
1621 1206 [[3 4 0 7]] [[3 4 0 2]]
1622 1206 [[3 4 8 3]] [[3 4 0 3]]
1623 1206 [[3 4 8 5]] [[3 4 0 5]]
1624 1207 [[3 4 0 5]] [[3 4 0 5]]
1625 1207 [[3 4 7 6]] [[3 4 0 6]]
1626 1207 [[3 4 7 6]] [[3 4 1 6]]
1627 1207 [[3 4 2 7]] [[3 4 2 1]]
1628 1207 [[3 4 2 7]] [[3 4 2 1]]
1629 1208 [[3 4 2 2]] [[3 4 2 2]]
1630 1209 [[3 4 2 5]] [[3 4 2 5]]
1631 1210 [[3 4 2 6]] [[3 4 2 6]]
1632 1211 [[3 4 3 2]] [[3 4 3 2]]
1633 1212 [[3 4 3 2]] [[3 4 3 2]]
1634 1213 [[3 4 3 3]] [[3 4 3 3]]
1635 1214 [[3 4 3 3]] [[3 4 3 3]]
1636 1215 [[3 4 3 4]] [[3 4 3 4]]
1637 1216 [[3 4 3 4]] [[3 4 3 4]]
1638 1217 [[3 4 3 5]] [[3 4 3 5]]
1639 1218 [[3 4 3 6]] [[3 4 3 6]]
1640 1218 [[3 4 2 9]] [[3 4 3 9]]
1641 1219 [[3 4 3 9]] [[3 4 3 9]]
1642 1219 [[3 4 4 9]] [[3 4 3 9]]
1643 1220 [[3 4 4 3]] [[3 4 4 3]]
1644 1221 [[3 4 4 4]] [[3 4 4 4]]
1645 1222 [[3 4 4 5]] [[3 4 4 5]]
1646 1223 [[3 4 4 5]] [[3 4 4 5]]
1647 1224 [[3 4 4 5]] [[3 4 4 5]]
1648 1225 [[3 4 4 6]] [[3 4 4 6]]
1649 1225 [[3 4 3 9]] [[3 4 4 9]]
1650 1226 [[3 4 5 0]] [[3 4 5 0]]
1651 1227 [[3 4 5 1]] [[3 4 5 1]]
1652 1227 [[3 4 6 2]] [[3 4 5 2]]
1653 1228 [[3 4 5 2]] [[3 4 5 2]]
1654 1229 [[3 4 5 3]] [[3 4 5 3]]
1655 1230 [[3 4 5 4]] [[3 4 5 4]]
1656 1231 [[3 4 5 4]] [[3 4 5 4]]
1657 1232 [[3 4 5 5]] [[3 4 5 5]]
1658 1233 [[3 4 5 5]] [[3 4 5 5]]
1659 1234 [[3 4 5 6]] [[3 4 5 6]]
1660 1235 [[3 4 5 6]] [[3 4 5 6]]
1661 1236 [[3 4 5 6]] [[3 4 5 6]]
1662 1237 [[3 4 5 9]] [[3 4 5 9]]
1663 1238 [[3 4 5 9]] [[3 4 5 9]]
1664 1239 [[3 4 6 0]] [[3 4 6 0]]
1665 1240 [[3 4 6 2]] [[3 4 6 2]]
1666 1241 [[3 4 6 2]] [[3 4 6 2]]
1667 1242 [[3 4 6 4]] [[3 4 6 4]]
1668 1243 [[3 4 6 5]] [[3 4 6 5]]
1669 1243 [[3 4 5 5]] [[3 4 6 5]]
1670 1244 [[3 4 6 6]] [[3 4 6 6]]
1671 1245 [[3 4 6 7]] [[3 4 6 7]]
1672 1246 [[3 4 6 8]] [[3 4 6 8]]
1673 1247 [[3 4 6 9]] [[3 4 6 9]]
1674 1248 [[3 4 7 0]] [[3 4 7 0]]
1675 1248 [[3 4 0 2]] [[3 4 7 2]]
1676 1248 [[3 4 1 3]] [[3 4 7 3]]
1677 1249 [[3 4 7 8]] [[3 4 7 8]]
1678 1250 [[3 4 8 2]] [[3 4 8 2]]
1679 1250 [[3 4 8 9]] [[3 4 8 3]]
1680 1251 [[3 4 8 9]] [[3 4 8 9]]
1681 1252 [[3 4 9 0]] [[3 4 9 0]]
1682 1253 [[3 4 9 0]] [[3 4 9 0]]
1683 1254 [[3 4 9 2]] [[3 4 9 2]]
1684 1255 [[3 4 9 2]] [[3 4 9 2]]
1685 1256 [[3 4 9 3]] [[3 4 9 3]]
1686 1257 [[3 4 9 4]] [[3 4 9 4]]
1687 1257 [[3 4 5 5]] [[3 4 9 5]]
1688 1258 [[3 4 9 8]] [[3 4 9 8]]
1689 1259 [[3 4 9 8]] [[3 4 9 8]]
1690 1259 [[3 3 0 0]] [[3 5 0 0]]
1691 1260 [[3 5 0 8]] [[3 5 0 8]]
1692 1261 [[3 5 0 8]] [[3 5 0 8]]
1693 1261 [[3 5 3 9]] [[3 5 0 9]]
1694 1262 [[3 5 1 3]] [[3 5 1 3]]
1695 1263 [[3 5 1 4]] [[3 5 1 4]]
1696 1264 [[3 5 1 6]] [[3 5 1 6]]
1697 1264 [[3 5 7 9]] [[3 5 1 9]]
1698 1265 [[3 5 2 0]] [[3 5 2 0]]
1699 1266 [[3 5 2 1]] [[3 5 2 1]]
1700 1267 [[3 5 2 3]] [[3 5 2 3]]
1701 1267 [[3 5 1 3]] [[3 5 2 3]]
1702 1268 [[3 5 2 3]] [[3 5 2 3]]
1703 1269 [[3 5 2 4]] [[3 5 2 4]]
1704 1270 [[3 5 2 4]] [[3 5 2 4]]
1705 1271 [[3 5 2 5]] [[3 5 2 5]]
1706 1272 [[3 5 3 1]] [[3 5 3 1]]
1707 1273 [[3 5 3 2]] [[3 5 3 2]]
1708 1274 [[3 5 3 6]] [[3 5 3 6]]
1709 1274 [[3 5 3 1]] [[3 5 3 7]]
1710 1275 [[3 5 3 8]] [[3 5 3 8]]
1711 1276 [[3 5 3 9]] [[3 5 3 9]]
1712 1277 [[3 5 4 0]] [[3 5 4 0]]
1713 1278 [[3 5 4 0]] [[3 5 4 0]]
1714 1279 [[3 5 4 1]] [[3 5 4 1]]
1715 1280 [[3 5 4 2]] [[3 5 4 2]]
1716 1281 [[3 5 4 2]] [[3 5 4 2]]
1717 1282 [[3 5 4 3]] [[3 5 4 3]]
1718 1283 [[3 5 4 3]] [[3 5 4 3]]
1719 1284 [[3 5 4 5]] [[3 5 4 5]]
1720 1285 [[3 5 4 6]] [[3 5 4 6]]
1721 1286 [[3 5 4 9]] [[3 5 4 9]]
1722 1287 [[3 5 5 0]] [[3 5 5 0]]
1723 1288 [[3 5 5 1]] [[3 5 5 1]]
1724 1289 [[3 5 5 2]] [[3 5 5 2]]
1725 1289 [[3 5 3 3]] [[3 5 5 3]]
1726 1290 [[3 5 5 3]] [[3 5 5 3]]
1727 1291 [[3 5 5 3]] [[3 5 5 3]]
1728 1292 [[3 5 5 4]] [[3 5 5 4]]
1729 1293 [[3 5 5 5]] [[3 5 5 5]]
1730 1294 [[3 5 5 6]] [[3 5 5 6]]
1731 1295 [[3 5 5 6]] [[3 5 5 6]]
1732 1296 [[3 5 5 9]] [[3 5 5 9]]
1733 1297 [[3 5 6 0]] [[3 5 6 0]]
1734 1298 [[3 5 6 2]] [[3 5 6 2]]
1735 1299 [[3 5 6 2]] [[3 5 6 2]]
1736 1300 [[3 5 6 3]] [[3 5 6 3]]
1737 1301 [[3 5 6 6]] [[3 5 6 6]]
1738 1302 [[3 5 6 7]] [[3 5 6 7]]
1739 1303 [[3 5 6 7]] [[3 5 6 7]]
1740 1304 [[3 5 6 8]] [[3 5 6 8]]
1741 1304 [[3 5 7 7]] [[3 5 7 1]]
1742 1304 [[3 5 1 5]] [[3 5 7 5]]
1743 1305 [[3 5 7 7]] [[3 5 7 7]]
1744 1305 [[3 5 7 1]] [[3 5 7 7]]
1745 1305 [[3 5 1 7]] [[3 5 7 7]]
1746 1306 [[3 5 7 8]] [[3 5 7 8]]
1747 1307 [[3 5 7 8]] [[3 5 7 8]]
1748 1308 [[3 5 7 8]] [[3 5 7 8]]
1749 1309 [[3 5 7 9]] [[3 5 7 9]]
1750 1309 [[3 5 9 9]] [[3 5 7 9]]
1751 1310 [[3 5 8 2]] [[3 5 8 2]]
1752 1311 [[3 5 8 2]] [[3 5 8 2]]
1753 1312 [[3 5 8 4]] [[3 5 8 4]]
1754 1312 [[3 5 4 5]] [[3 5 8 5]]
1755 1313 [[3 5 8 5]] [[3 5 8 5]]
1756 1314 [[3 5 8 5]] [[3 5 8 5]]
1757 1314 [[3 5 0 7]] [[3 5 8 7]]
1758 1315 [[3 5 8 9]] [[3 5 8 9]]
1759 1315 [[3 5 9 7]] [[3 5 9 1]]
1760 1316 [[3 5 9 2]] [[3 5 9 2]]
1761 1317 [[3 5 9 4]] [[3 5 9 4]]
1762 1318 [[3 5 9 6]] [[3 5 9 6]]
1763 1319 [[3 5 9 9]] [[3 5 9 9]]
1764 1320 [[3 6 0 4]] [[3 6 0 4]]
1765 1321 [[3 6 0 4]] [[3 6 0 4]]
1766 1321 [[3 4 9 7]] [[3 6 0 9]]
1767 1321 [[3 6 8 9]] [[3 6 0 9]]
1768 1321 [[3 6 7 0]] [[3 6 1 0]]
1769 1321 [[3 6 7 4]] [[3 6 1 4]]
1770 1321 [[3 6 7 5]] [[3 6 1 5]]
1771 1321 [[3 6 7 8]] [[3 6 1 8]]
1772 1322 [[3 6 2 2]] [[3 6 2 2]]
1773 1323 [[3 6 2 2]] [[3 6 2 2]]
1774 1324 [[3 6 2 2]] [[3 6 2 2]]
1775 1325 [[3 6 2 3]] [[3 6 2 3]]
1776 1326 [[3 6 2 4]] [[3 6 2 4]]
1777 1327 [[3 6 2 5]] [[3 6 2 5]]
1778 1328 [[3 6 2 6]] [[3 6 2 6]]
1779 1329 [[3 6 2 6]] [[3 6 2 6]]
1780 1330 [[3 6 2 7]] [[3 6 2 7]]
1781 1331 [[3 6 2 8]] [[3 6 2 8]]
1782 1332 [[3 6 2 9]] [[3 6 2 9]]
1783 1332 [[3 6 1 7]] [[3 6 3 1]]
1784 1333 [[3 6 3 2]] [[3 6 3 2]]
1785 1334 [[3 6 3 8]] [[3 6 3 8]]
1786 1335 [[3 6 3 9]] [[3 6 3 9]]
1787 1336 [[3 6 4 0]] [[3 6 4 0]]
1788 1337 [[3 6 4 0]] [[3 6 4 0]]
1789 1338 [[3 6 4 3]] [[3 6 4 3]]
1790 1339 [[3 6 4 5]] [[3 6 4 5]]
1791 1340 [[3 6 4 5]] [[3 6 4 5]]
1792 1341 [[3 6 4 6]] [[3 6 4 6]]
1793 1342 [[3 6 4 8]] [[3 6 4 8]]
1794 1343 [[3 6 4 8]] [[3 6 4 8]]
1795 1344 [[3 6 4 9]] [[3 6 4 9]]
1796 1345 [[3 6 5 0]] [[3 6 5 0]]
1797 1346 [[3 6 5 0]] [[3 6 5 0]]
1798 1347 [[3 6 5 1]] [[3 6 5 1]]
1799 1348 [[3 6 5 4]] [[3 6 5 4]]
1800 1349 [[3 6 5 6]] [[3 6 5 6]]
1801 1350 [[3 6 5 7]] [[3 6 5 7]]
1802 1351 [[3 6 5 8]] [[3 6 5 8]]
1803 1352 [[3 6 6 2]] [[3 6 6 2]]
1804 1353 [[3 6 6 2]] [[3 6 6 2]]
1805 1353 [[3 6 6 8]] [[3 6 6 3]]
1806 1354 [[3 6 6 5]] [[3 6 6 5]]
1807 1355 [[3 6 6 5]] [[3 6 6 5]]
1808 1356 [[3 6 6 6]] [[3 6 6 6]]
1809 1357 [[3 6 6 7]] [[3 6 6 7]]
1810 1358 [[3 6 6 8]] [[3 6 6 8]]
1811 1359 [[3 6 6 9]] [[3 6 6 9]]
1812 1359 [[3 6 3 4]] [[3 6 7 4]]
1813 1359 [[3 6 1 5]] [[3 6 7 5]]
1814 1359 [[3 6 1 6]] [[3 6 7 6]]
1815 1359 [[3 6 1 7]] [[3 6 7 7]]
1816 1360 [[3 6 8 1]] [[3 6 8 1]]
1817 1361 [[3 6 8 1]] [[3 6 8 1]]
1818 1362 [[3 6 8 2]] [[3 6 8 2]]
1819 1363 [[3 6 8 3]] [[3 6 8 3]]
1820 1364 [[3 6 8 4]] [[3 6 8 4]]
1821 1364 [[3 6 6 4]] [[3 6 8 4]]
1822 1365 [[3 6 8 5]] [[3 6 8 5]]
1823 1366 [[3 6 8 6]] [[3 6 8 6]]
1824 1367 [[3 6 8 6]] [[3 6 8 6]]
1825 1368 [[3 6 8 7]] [[3 6 8 7]]
1826 1369 [[3 6 8 8]] [[3 6 8 8]]
1827 1370 [[3 6 8 8]] [[3 6 8 8]]
1828 1371 [[3 6 8 9]] [[3 6 8 9]]
1829 1372 [[3 6 8 9]] [[3 6 8 9]]
1830 1373 [[3 6 9 3]] [[3 6 9 3]]
1831 1374 [[3 6 9 3]] [[3 6 9 3]]
1832 1375 [[3 6 9 3]] [[3 6 9 3]]
1833 1376 [[3 6 9 5]] [[3 6 9 5]]
1834 1377 [[3 6 9 6]] [[3 6 9 6]]
1835 1378 [[3 6 9 6]] [[3 6 9 6]]
1836 1379 [[3 6 9 6]] [[3 6 9 6]]
1837 1380 [[3 6 9 8]] [[3 6 9 8]]
1838 1381 [[3 6 9 8]] [[3 6 9 8]]
1839 1382 [[3 6 9 9]] [[3 6 9 9]]
1840 1383 [[3 6 9 9]] [[3 6 9 9]]
1841 1384 [[3 6 9 9]] [[3 6 9 9]]
1842 1384 [[3 1 0 8]] [[3 7 0 8]]
1843 1384 [[3 3 8 8]] [[3 7 0 8]]
1844 1385 [[3 7 1 0]] [[3 7 1 0]]
1845 1385 [[3 3 7 2]] [[3 7 1 2]]
1846 1386 [[3 7 1 8]] [[3 7 1 8]]
1847 1386 [[3 6 2 1]] [[3 7 2 1]]
1848 1387 [[3 7 2 2]] [[3 7 2 2]]
1849 1387 [[3 7 7 8]] [[3 7 2 6]]
1850 1388 [[3 7 2 6]] [[3 7 2 6]]
1851 1389 [[3 7 2 8]] [[3 7 2 8]]
1852 1390 [[3 7 2 9]] [[3 7 2 9]]
1853 1391 [[3 7 3 5]] [[3 7 3 5]]
1854 1392 [[3 7 3 9]] [[3 7 3 9]]
1855 1393 [[3 7 3 9]] [[3 7 3 9]]
1856 1393 [[3 7 8 9]] [[3 7 3 9]]
1857 1394 [[3 7 4 0]] [[3 7 4 0]]
1858 1395 [[3 7 4 5]] [[3 7 4 5]]
1859 1396 [[3 7 4 5]] [[3 7 4 5]]
1860 1397 [[3 7 4 6]] [[3 7 4 6]]
1861 1397 [[3 7 5 7]] [[3 7 5 1]]
1862 1398 [[3 7 5 3]] [[3 7 5 3]]
1863 1399 [[3 7 5 4]] [[3 7 5 4]]
1864 1400 [[3 7 5 5]] [[3 7 5 5]]
1865 1401 [[3 7 5 5]] [[3 7 5 5]]
1866 1402 [[3 7 5 5]] [[3 7 5 5]]
1867 1403 [[3 7 5 5]] [[3 7 5 5]]
1868 1404 [[3 7 5 7]] [[3 7 5 7]]
1869 1404 [[3 7 9 9]] [[3 7 5 9]]
1870 1405 [[3 7 6 3]] [[3 7 6 3]]
1871 1406 [[3 7 6 4]] [[3 7 6 4]]
1872 1407 [[3 7 6 4]] [[3 7 6 4]]
1873 1408 [[3 7 6 8]] [[3 7 6 8]]
1874 1409 [[3 7 6 8]] [[3 7 6 8]]
1875 1410 [[3 7 7 2]] [[3 7 7 2]]
1876 1411 [[3 7 7 8]] [[3 7 7 8]]
1877 1412 [[3 7 7 8]] [[3 7 7 8]]
1878 1413 [[3 7 8 1]] [[3 7 8 1]]
1879 1414 [[3 7 8 2]] [[3 7 8 2]]
1880 1414 [[3 7 8 1]] [[3 7 8 2]]
1881 1415 [[3 7 8 3]] [[3 7 8 3]]
1882 1416 [[3 7 8 4]] [[3 7 8 4]]
1883 1416 [[3 7 8 1]] [[3 7 8 7]]
1884 1417 [[3 7 9 4]] [[3 7 9 4]]
1885 1418 [[3 7 9 5]] [[3 7 9 5]]
1886 1419 [[3 7 9 5]] [[3 7 9 5]]
1887 1420 [[3 7 9 9]] [[3 7 9 9]]
1888 1420 [[3 6 0 2]] [[3 8 0 2]]
1889 1420 [[3 6 0 4]] [[3 8 0 4]]
1890 1421 [[3 8 0 6]] [[3 8 0 6]]
1891 1421 [[3 6 0 8]] [[3 8 0 8]]
1892 1421 [[3 0 0 9]] [[3 8 0 9]]
1893 1421 [[3 4 0 9]] [[3 8 0 9]]
1894 1421 [[3 6 0 9]] [[3 8 0 9]]
1895 1422 [[3 8 1 4]] [[3 8 1 4]]
1896 1422 [[3 8 2 1]] [[3 8 2 0]]
1897 1423 [[3 8 2 1]] [[3 8 2 1]]
1898 1424 [[3 8 2 2]] [[3 8 2 2]]
1899 1425 [[3 8 2 2]] [[3 8 2 2]]
1900 1426 [[3 8 2 3]] [[3 8 2 3]]
1901 1427 [[3 8 2 5]] [[3 8 2 5]]
1902 1428 [[3 8 2 6]] [[3 8 2 6]]
1903 1429 [[3 8 2 8]] [[3 8 2 8]]
1904 1430 [[3 8 2 9]] [[3 8 2 9]]
1905 1431 [[3 8 2 9]] [[3 8 2 9]]
1906 1432 [[3 8 2 9]] [[3 8 2 9]]
1907 1433 [[3 8 2 9]] [[3 8 2 9]]
1908 1433 [[3 7 2 9]] [[3 8 2 9]]
1909 1434 [[3 8 3 0]] [[3 8 3 0]]
1910 1434 [[3 8 3 1]] [[3 8 3 0]]
1911 1435 [[3 8 3 1]] [[3 8 3 1]]
1912 1435 [[3 8 9 1]] [[3 8 3 1]]
1913 1436 [[3 8 3 2]] [[3 8 3 2]]
1914 1437 [[3 8 3 3]] [[3 8 3 3]]
1915 1438 [[3 8 3 3]] [[3 8 3 3]]
1916 1439 [[3 8 3 3]] [[3 8 3 3]]
1917 1439 [[3 8 3 7]] [[3 8 3 3]]
1918 1440 [[3 8 3 5]] [[3 8 3 5]]
1919 1441 [[3 8 3 5]] [[3 8 3 5]]
1920 1442 [[3 8 3 6]] [[3 8 3 6]]
1921 1443 [[3 8 3 6]] [[3 8 3 6]]
1922 1444 [[3 8 3 6]] [[3 8 3 6]]
1923 1445 [[3 8 3 8]] [[3 8 3 8]]
1924 1446 [[3 8 3 8]] [[3 8 3 8]]
1925 1447 [[3 8 3 9]] [[3 8 3 9]]
1926 1448 [[3 8 4 2]] [[3 8 4 2]]
1927 1448 [[3 8 4 3]] [[3 8 4 7]]
1928 1449 [[3 8 4 8]] [[3 8 4 8]]
1929 1450 [[3 8 4 9]] [[3 8 4 9]]
1930 1451 [[3 8 4 9]] [[3 8 4 9]]
1931 1452 [[3 8 5 0]] [[3 8 5 0]]
1932 1453 [[3 8 5 0]] [[3 8 5 0]]
1933 1454 [[3 8 5 4]] [[3 8 5 4]]
1934 1455 [[3 8 5 4]] [[3 8 5 4]]
1935 1456 [[3 8 5 8]] [[3 8 5 8]]
1936 1457 [[3 8 5 9]] [[3 8 5 9]]
1937 1458 [[3 8 5 9]] [[3 8 5 9]]
1938 1459 [[3 8 6 2]] [[3 8 6 2]]
1939 1460 [[3 8 6 4]] [[3 8 6 4]]
1940 1461 [[3 8 6 4]] [[3 8 6 4]]
1941 1462 [[3 8 6 5]] [[3 8 6 5]]
1942 1463 [[3 8 6 5]] [[3 8 6 5]]
1943 1464 [[3 8 6 6]] [[3 8 6 6]]
1944 1465 [[3 8 6 9]] [[3 8 6 9]]
1945 1466 [[3 8 6 9]] [[3 8 6 9]]
1946 1467 [[3 8 6 9]] [[3 8 6 9]]
1947 1468 [[3 8 7 1]] [[3 8 7 1]]
1948 1469 [[3 8 7 4]] [[3 8 7 4]]
1949 1470 [[3 8 7 8]] [[3 8 7 8]]
1950 1471 [[3 8 8 1]] [[3 8 8 1]]
1951 1471 [[3 8 8 7]] [[3 8 8 1]]
1952 1472 [[3 8 8 1]] [[3 8 8 1]]
1953 1473 [[3 8 8 3]] [[3 8 8 3]]
1954 1473 [[3 8 5 5]] [[3 8 8 5]]
1955 1474 [[3 8 8 6]] [[3 8 8 6]]
1956 1475 [[3 8 8 6]] [[3 8 8 6]]
1957 1476 [[3 8 8 9]] [[3 8 8 9]]
1958 1477 [[3 8 8 9]] [[3 8 8 9]]
1959 1478 [[3 8 9 2]] [[3 8 9 2]]
1960 1479 [[3 8 9 3]] [[3 8 9 3]]
1961 1480 [[3 8 9 3]] [[3 8 9 3]]
1962 1480 [[3 8 4 4]] [[3 8 9 4]]
1963 1481 [[3 8 9 4]] [[3 8 9 4]]
1964 1482 [[3 8 9 5]] [[3 8 9 5]]
1965 1483 [[3 8 9 5]] [[3 8 9 5]]
